eventid,time,event

2405547,2021-4-1 8:11,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:591 个"

2405548,2021-4-1 8:13,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:2 个"

2405549,2021-4-1 8:14,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:34 个"

2405550,2021-4-1 8:14,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:592 个"

2405551,2021-4-1 8:23,100.64.0.174 /data 磁盘使用率当前值：84.23 %

2405552,2021-4-1 8:24,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:2 个"

2405553,2021-4-1 8:25,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:579 个"

2405554,2021-4-1 8:29,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:13 个"

2405555,2021-4-1 8:30,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:573 个"

2405556,2021-4-1 8:33,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2405557,2021-4-1 8:34,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:584 个"

2405558,2021-4-1 8:43,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2405559,2021-4-1 8:44,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:586 个"

2405560,2021-4-1 8:46,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:3 个"

2405561,2021-4-1 8:47,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:580 个"

2405562,2021-4-1 8:53,100.64.0.174 /data 磁盘使用率当前值：93.02 %

2405563,2021-4-1 9:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:16 个"

2405564,2021-4-1 9:00,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:403 个"

2405565,2021-4-1 9:00,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:32 个"

2405570,2021-4-1 10:23,100.64.224.15  30分钟内未收到监控数据

2405571,2021-4-1 10:24,100.64.224.15  30分钟内未收到监控数据

2405572,2021-4-1 10:24,100.64.224.15  30分钟内未收到监控数据

2405573,2021-4-1 10:25,100.64.224.15  30分钟内未收到监控数据

2405574,2021-4-1 10:25,100.64.224.15  30分钟内未收到监控数据

2405575,2021-4-1 10:26,100.64.224.15  30分钟内未收到监控数据

2405576,2021-4-1 10:26,100.64.224.15  30分钟内未收到监控数据

2405577,2021-4-1 10:27,100.64.224.15  30分钟内未收到监控数据

2405578,2021-4-1 10:27,100.64.224.15  30分钟内未收到监控数据

2405579,2021-4-1 10:28,100.64.224.15  30分钟内未收到监控数据

2405580,2021-4-1 10:28,100.64.224.15  30分钟内未收到监控数据

2405581,2021-4-1 10:29,100.64.224.15  30分钟内未收到监控数据

2405582,2021-4-1 10:29,100.64.224.15  30分钟内未收到监控数据

2405583,2021-4-1 10:30,100.64.224.15  30分钟内未收到监控数据

2405584,2021-4-1 10:30,100.64.224.15  30分钟内未收到监控数据

2405585,2021-4-1 10:31,100.64.224.15  30分钟内未收到监控数据

2405586,2021-4-1 10:31,100.64.224.15  30分钟内未收到监控数据

2405587,2021-4-1 10:32,100.64.224.15  30分钟内未收到监控数据

2405588,2021-4-1 10:32,100.64.224.15  30分钟内未收到监控数据

2405589,2021-4-1 10:33,100.64.224.15  30分钟内未收到监控数据

2405590,2021-4-1 10:33,100.64.224.15  30分钟内未收到监控数据

2405591,2021-4-1 11:19,dp 链路状态告警

2405594,2021-4-1 11:22,dp 链路状态告警

2405597,2021-4-1 11:47,sda: Disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m)

2405598,2021-4-1 11:52,sda: Disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m)

2405605,2021-4-1 13:00,"DP主备状态发生变化！最新值：INACTIVE,"

2405630,2021-4-1 13:01,100.64.112.50 /ac 磁盘使用率当前值：93.05 %

2405649,2021-4-1 13:02,"DP主备状态发生变化！最新值：ACTIVE,"

2405722,2021-4-1 13:10,100.64.96.67 /ac 磁盘使用率当前值：95 %

2405737,2021-4-1 13:17,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.18 Gbps

2405738,2021-4-1 13:23,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.2 Gbps

2405739,2021-4-1 13:26,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.2 Gbps

2405740,2021-4-1 13:29,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.17 Gbps

2405741,2021-4-1 13:32,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.24 Gbps

2405742,2021-4-1 13:38,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.21 Gbps

2405743,2021-4-1 13:41,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.2 Gbps

2405744,2021-4-1 14:14,Interface ge1(): High bandwidth usage ( > 90% )

2405747,2021-4-1 14:50,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.13 Gbps

2405748,2021-4-1 14:53,Interface ge1(): High bandwidth usage ( > 90% )

2405751,2021-4-1 14:55,Byod在线数少于100

2405752,2021-4-1 14:56,Byod在线数少于100

2405753,2021-4-1 14:59,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.22 Gbps

2405754,2021-4-1 15:02,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.15 Gbps

2405763,2021-4-1 16:01,HCI-CPU使用率超过百分之八十

2405764,2021-4-1 16:01,HCI-CPU使用率超过百分之八十

2405765,2021-4-1 16:01,dp 链路状态告警

2405766,2021-4-1 16:01,HCI-CPU使用率超过百分之八十

2405767,2021-4-1 16:01,HCI-CPU使用率超过百分之八十

2405768,2021-4-1 16:01,HCI-CPU使用率超过百分之八十

2405769,2021-4-1 16:01,HCI-CPU使用率超过百分之八十

2405770,2021-4-1 16:02,HCI-CPU使用率超过百分之八十

2405771,2021-4-1 16:02,HCI-CPU使用率超过百分之八十

2405772,2021-4-1 16:02,HCI-CPU使用率超过百分之八十

2405773,2021-4-1 16:03,HCI-CPU使用率超过百分之八十

2405774,2021-4-1 16:04,HCI-CPU使用率超过百分之八十

2405775,2021-4-1 16:04,dp 链路状态告警

2405776,2021-4-1 16:05,HCI-CPU使用率超过百分之八十

2405791,2021-4-1 16:05,High CPU utilization (over 90% for 5m)

2405806,2021-4-1 16:07,High CPU utilization (over 90% for 5m)

2405807,2021-4-1 16:11,100.64.112.48  30分钟内未收到监控数据

2405824,2021-4-1 16:37,More than 100 items having missing data for more than 10 minutes

2405825,2021-4-1 16:37,Zabbix agent is not available (for 3m)

2405826,2021-4-1 16:38,Zabbix agent is not available (for 3m)

2405827,2021-4-1 16:38,Zabbix agent is not available (for 3m)

2405828,2021-4-1 16:38,Zabbix agent is not available (for 3m)

2405829,2021-4-1 16:38,Zabbix agent is not available (for 3m)

2405830,2021-4-1 16:39,Zabbix agent is not available (for 3m)

2405835,2021-4-1 16:39,Zabbix agent is not available (for 3m)

2405852,2021-4-1 16:40,Zabbix agent is not available (for 3m)

2405853,2021-4-1 16:40,Zabbix agent is not available (for 3m)

2405854,2021-4-1 16:40,Zabbix agent is not available (for 3m)

2405870,2021-4-1 16:40,Zabbix agent is not available (for 3m)

2405894,2021-4-1 16:40,Zabbix agent is not available (for 3m)

2406069,2021-4-1 16:53,Zabbix agent is not available (for 3m)

2406070,2021-4-1 16:54,Zabbix agent is not available (for 3m)

2406071,2021-4-1 16:55,Zabbix agent is not available (for 3m)

2406072,2021-4-1 16:55,Zabbix agent is not available (for 3m)

2406073,2021-4-1 16:55,Zabbix agent is not available (for 3m)

2406080,2021-4-1 16:56,Zabbix agent is not available (for 3m)

2406081,2021-4-1 16:56,Zabbix agent is not available (for 3m)

2406083,2021-4-1 16:56,Zabbix agent is not available (for 3m)

2406088,2021-4-1 16:56,Zabbix agent is not available (for 3m)

2406108,2021-4-1 16:56,Zabbix agent is not available (for 3m)

2406445,2021-4-1 21:08,Zabbix agent is not available (for 3m)

2406446,2021-4-1 21:09,Zabbix agent is not available (for 3m)

2406447,2021-4-1 21:09,Zabbix agent is not available (for 3m)

2406448,2021-4-1 21:09,Zabbix agent is not available (for 3m)

2406449,2021-4-1 21:09,Zabbix agent is not available (for 3m)

2406450,2021-4-1 21:09,Zabbix agent is not available (for 3m)

2406451,2021-4-1 21:10,Zabbix agent is not available (for 3m)

2406469,2021-4-1 21:10,Zabbix agent is not available (for 3m)

2406471,2021-4-1 21:10,Zabbix agent is not available (for 3m)

2406489,2021-4-1 21:10,Zabbix agent is not available (for 3m)

2406504,2021-4-1 21:10,Zabbix agent is not available (for 3m)

2406537,2021-4-1 21:11,Zabbix agent is not available (for 3m)

2407359,2021-4-1 22:00,100.64.96.137  30分钟内未收到监控数据

2407716,2021-4-1 22:01,100.64.48.85  30分钟内未收到监控数据

2407891,2021-4-1 22:02,100.64.192.22 主机被重启

2407892,2021-4-1 22:02,100.64.192.22  30分钟内未收到监控数据

2407928,2021-4-1 22:03,100.64.0.174 /data 磁盘使用率当前值：32.92 %

2408044,2021-4-1 22:03,100.64.192.18  30分钟内未收到监控数据

2408048,2021-4-1 22:03,100.64.192.18 主机被重启

2408050,2021-4-1 22:03,100.64.224.15  30分钟内未收到监控数据

2408235,2021-4-1 22:04,100.64.96.44  30分钟内未收到监控数据

2408248,2021-4-1 22:04,100.64.192.22 主机被重启

2408257,2021-4-1 22:05,100.64.192.18 主机被重启

2408267,2021-4-1 22:17,More than 100 items having missing data for more than 10 minutes

2408566,2021-4-1 22:30,100.64.112.23  30分钟内未收到监控数据

2408568,2021-4-1 22:30,100.64.192.102  30分钟内未收到监控数据

2408584,2021-4-1 22:57,100.64.96.39  30分钟内未收到监控数据

2408585,2021-4-1 22:57,100.64.96.39  30分钟内未收到监控数据

2408586,2021-4-1 22:58,100.64.96.39  30分钟内未收到监控数据

2408587,2021-4-1 22:58,100.64.96.39  30分钟内未收到监控数据

2408592,2021-4-1 22:59,100.64.96.39  30分钟内未收到监控数据

2408596,2021-4-1 22:59,100.64.96.39  30分钟内未收到监控数据

2408597,2021-4-1 23:00,100.64.96.39  30分钟内未收到监控数据

2408598,2021-4-1 23:00,100.64.96.39  30分钟内未收到监控数据

2408599,2021-4-1 23:01,100.64.96.39  30分钟内未收到监控数据

2408600,2021-4-1 23:01,100.64.96.39  30分钟内未收到监控数据

2408601,2021-4-1 23:02,100.64.96.39  30分钟内未收到监控数据

2408602,2021-4-1 23:02,100.64.96.39  30分钟内未收到监控数据

2408603,2021-4-1 23:03,100.64.96.39  30分钟内未收到监控数据

2408604,2021-4-1 23:03,100.64.96.39  30分钟内未收到监控数据

2408605,2021-4-1 23:04,100.64.96.39  30分钟内未收到监控数据

2408606,2021-4-1 23:04,100.64.96.39  30分钟内未收到监控数据

2408607,2021-4-1 23:05,100.64.96.39  30分钟内未收到监控数据

2408608,2021-4-1 23:05,100.64.96.39  30分钟内未收到监控数据

2408609,2021-4-1 23:06,100.64.96.39  30分钟内未收到监控数据

2408610,2021-4-1 23:06,100.64.96.39  30分钟内未收到监控数据

2408611,2021-4-1 23:07,100.64.96.39  30分钟内未收到监控数据

2408749,2021-4-2 1:31,dp 链路状态告警

2408750,2021-4-2 1:32,100.64.112.34 主机不可达

2408751,2021-4-2 1:34,dp 链路状态告警

2408764,2021-4-2 2:00,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:406 个"

2408765,2021-4-2 2:00,"北京万门教育科技有限公司-南京-byod在线数小于20,当前值:15 个"

2408766,2021-4-2 2:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:16 个"

2408767,2021-4-2 2:00,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2408769,2021-4-2 2:00,100.64.0.118 /data 磁盘使用率当前值：93.78 %

2408774,2021-4-2 2:02,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2408898,2021-4-2 2:06,"北京万门教育科技有限公司-南京-byod在线数小于20,当前值:20 个"

2409050,2021-4-2 2:08,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:34 个"

2409191,2021-4-2 2:09,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:35 个"

2409339,2021-4-2 2:20,100.64.0.118 /data 磁盘使用率当前值：80.5 %

2409358,2021-4-2 2:22,sda: Disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m)

2409440,2021-4-2 2:34,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:5 个"

2409625,2021-4-2 2:36,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:530 个"

2409878,2021-4-2 2:38,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:342 个"

2409883,2021-4-2 2:39,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:535 个"

2410005,2021-4-2 2:41,sda: Disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m)

2410006,2021-4-2 2:41,100.64.0.111 在15分钟内CPU使用率当前值：99.76 %

2410022,2021-4-2 2:48,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:18 个"

2410025,2021-4-2 2:49,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:539 个"

2410028,2021-4-2 2:50,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:383 个"

2410031,2021-4-2 2:51,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:535 个"

2410038,2021-4-2 2:54,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:54 个"

2410041,2021-4-2 2:55,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:528 个"

2410053,2021-4-2 3:00,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:370 个"

2410054,2021-4-2 3:00,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:540 个"

2410055,2021-4-2 3:01,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:370 个"

2410059,2021-4-2 3:02,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:529 个"

2410062,2021-4-2 3:03,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:5 个"

2410065,2021-4-2 3:04,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:534 个"

2410093,2021-4-2 3:14,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:4 个"

2410096,2021-4-2 3:15,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:533 个"

2410133,2021-4-2 3:31,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:246 个"

2410136,2021-4-2 3:32,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:527 个"

2410140,2021-4-2 3:34,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2410142,2021-4-2 3:34,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:5 个"

2410145,2021-4-2 3:35,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:517 个"

2410150,2021-4-2 3:37,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:6 个"

2410153,2021-4-2 3:38,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:511 个"

2410159,2021-4-2 3:41,100.64.0.111 在15分钟内CPU使用率当前值：45.31 %

2410181,2021-4-2 3:51,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:190 个"

2410184,2021-4-2 3:52,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:500 个"

2410187,2021-4-2 3:53,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:6 个"

2410190,2021-4-2 3:54,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:495 个"

2410202,2021-4-2 4:00,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:404 个"

2410203,2021-4-2 4:00,东为（北京）科贸有限公司-byod在线数小于30，当前值:27 个

2410204,2021-4-2 4:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:16 个"

2410343,2021-4-2 5:09,vAC主机core文件告警！

2410367,2021-4-2 5:20,vAC主机core文件告警！

2410369,2021-4-2 5:21,vAC主机core文件告警！

2410388,2021-4-2 5:30,100.64.96.69 /data 磁盘使用率当前值：93.55 %

2410409,2021-4-2 5:39,sda: Disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m)

2410432,2021-4-2 5:51,sda: Disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m)

2410451,2021-4-2 6:00,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:400 个"

2410452,2021-4-2 6:00,"北京万门教育科技有限公司-南京-byod在线数小于20,当前值:19 个"

2410453,2021-4-2 6:00,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:32 个"

2410454,2021-4-2 6:00,东为（北京）科贸有限公司-byod在线数小于30，当前值:28 个

2410455,2021-4-2 6:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:16 个"

2410459,2021-4-2 6:01,HCI_内存使用率超过百分之八十

2410462,2021-4-2 6:02,vAC主机core文件告警！

2410463,2021-4-2 6:02,HCI_内存使用率超过百分之八十

2410466,2021-4-2 6:03,vAC主机core文件告警！

2410468,2021-4-2 6:04,"北京万门教育科技有限公司-南京-byod在线数小于20,当前值:21 个"

2410485,2021-4-2 6:12,100.64.192.29 /data 磁盘使用率当前值：94.43 %

2410512,2021-4-2 6:25,vAC主机core文件告警！

2410515,2021-4-2 6:26,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2410518,2021-4-2 6:27,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2410521,2021-4-2 6:28,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2410524,2021-4-2 6:29,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2410527,2021-4-2 6:30,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2410528,2021-4-2 6:30,100.64.96.66 /ac 磁盘使用率当前值：93 %

2410533,2021-4-2 6:32,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2410538,2021-4-2 6:34,"北京万门教育科技有限公司-南京-byod在线数小于20,当前值:19 个"

2410571,2021-4-2 6:50,HCI_内存使用率5分钟内超过90%

2410573,2021-4-2 6:50,HCI-CPU5分钟内使用率超过90%

2410590,2021-4-2 6:58,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:35 个"

2410594,2021-4-2 7:00,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2410597,2021-4-2 7:01,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2410598,2021-4-2 7:00,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2410600,2021-4-2 7:01,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2410603,2021-4-2 7:02,100.64.192.29 /data 磁盘使用率当前值：82.87 %

2410604,2021-4-2 7:02,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:34 个"

2410607,2021-4-2 7:03,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:35 个"

2410626,2021-4-2 7:12,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:398 个"

2410631,2021-4-2 7:14,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:34 个"

2410637,2021-4-2 7:17,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2410641,2021-4-2 7:18,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:403 个"

2410645,2021-4-2 7:20,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2410648,2021-4-2 7:21,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2410651,2021-4-2 7:22,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2410654,2021-4-2 7:23,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2410657,2021-4-2 7:24,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2410659,2021-4-2 7:24,100.64.0.99 主机不可达

2410660,2021-4-2 7:24,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:394 个"

2410662,2021-4-2 7:25,dp 链路状态告警

2410669,2021-4-2 7:28,dp 链路状态告警

2410678,2021-4-2 7:32,"北京万门教育科技有限公司-南京-byod在线数小于20,当前值:20 个"

2410683,2021-4-2 7:34,dp 链路状态告警

2410690,2021-4-2 7:37,dp 链路状态告警

2410696,2021-4-2 7:39,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:400 个"

2410699,2021-4-2 7:40,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:35 个"

2410704,2021-4-2 7:42,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:399 个"

2410713,2021-4-2 7:46,100.64.0.111 在15分钟内CPU使用率当前值：95.84 %

2410722,2021-4-2 7:50,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:34 个"

2410746,2021-4-2 7:56,100.64.0.111 在15分钟内CPU使用率当前值：17.37 %

2410755,2021-4-2 7:58,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:35 个"

2410772,2021-4-2 8:02,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:34 个"

2410955,2021-4-2 8:23,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2410960,2021-4-2 8:24,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2411003,2021-4-2 8:32,100.64.0.80 /data 磁盘使用率当前值：94.91 %

2411033,2021-4-2 8:37,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2411042,2021-4-2 8:39,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2411055,2021-4-2 8:42,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2411060,2021-4-2 8:43,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2411065,2021-4-2 8:44,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2411091,2021-4-2 8:48,100.64.0.99 主机不可达

2411092,2021-4-2 8:48,100.64.0.99  30分钟内未收到监控数据

2411098,2021-4-2 8:51,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2411101,2021-4-2 8:52,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2411106,2021-4-2 8:54,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2411107,2021-4-2 8:54,100.64.192.77  30分钟内未收到监控数据

2411109,2021-4-2 8:54,100.64.192.77  30分钟内未收到监控数据

2411111,2021-4-2 8:55,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2411112,2021-4-2 8:55,100.64.192.77  30分钟内未收到监控数据

2411114,2021-4-2 8:55,100.64.192.77  30分钟内未收到监控数据

2411116,2021-4-2 8:56,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2411117,2021-4-2 8:56,100.64.192.77  30分钟内未收到监控数据

2411119,2021-4-2 8:56,100.64.192.77  30分钟内未收到监控数据

2411121,2021-4-2 8:57,100.64.192.77  30分钟内未收到监控数据

2411123,2021-4-2 8:57,100.64.192.77  30分钟内未收到监控数据

2411125,2021-4-2 8:58,100.64.192.77  30分钟内未收到监控数据

2411127,2021-4-2 8:58,100.64.192.77  30分钟内未收到监控数据

2411129,2021-4-2 8:59,100.64.192.77  30分钟内未收到监控数据

2411131,2021-4-2 8:59,100.64.192.77  30分钟内未收到监控数据

2411133,2021-4-2 9:00,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:410 个"

2411134,2021-4-2 9:00,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:28 个"

2411135,2021-4-2 9:00,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2411136,2021-4-2 9:00,100.64.192.77  30分钟内未收到监控数据

2411137,2021-4-2 9:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:16 个"

2411138,2021-4-2 9:00,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:354 个"

2411140,2021-4-2 9:00,100.64.192.77  30分钟内未收到监控数据

2411142,2021-4-2 9:01,100.64.192.77  30分钟内未收到监控数据

2411144,2021-4-2 9:01,100.64.192.77  30分钟内未收到监控数据

2411146,2021-4-2 9:02,100.64.192.77  30分钟内未收到监控数据

2411148,2021-4-2 9:02,100.64.192.77  30分钟内未收到监控数据

2411150,2021-4-2 9:03,100.64.192.77  30分钟内未收到监控数据

2411152,2021-4-2 9:03,100.64.192.77  30分钟内未收到监控数据

2411154,2021-4-2 9:04,100.64.192.77  30分钟内未收到监控数据

2411379,2021-4-2 10:53,100.64.160.38 /data 磁盘使用率当前值：93.51 %

2411387,2021-4-2 10:57,High ICMP ping response time

2411390,2021-4-2 10:58,High ICMP ping response time

2411393,2021-4-2 10:59,High ICMP ping response time

2411398,2021-4-2 11:01,High ICMP ping response time

2411401,2021-4-2 11:02,High ICMP ping response time

2411404,2021-4-2 11:03,High ICMP ping response time

2411406,2021-4-2 11:03,100.64.160.38 /data 磁盘使用率当前值：83.74 %

2411453,2021-4-2 11:26,vAC主机core文件告警！

2411533,2021-4-2 12:04,vAC主机core文件告警！

2411894,2021-4-2 13:57,"DP主备状态发生变化！最新值：INACTIVE,"

2411899,2021-4-2 13:59,"DP主备状态发生变化！最新值：ACTIVE,"

2412142,2021-4-2 16:00,vAC主机core文件告警！

2412143,2021-4-2 16:00,vAC主机core文件告警！

2412144,2021-4-2 16:00,vAC主机core文件告警！

2412145,2021-4-2 16:00,vAC主机core文件告警！

2412146,2021-4-2 16:00,vAC主机core文件告警！

2412148,2021-4-2 16:00,vAC主机core文件告警！

2412149,2021-4-2 16:00,vAC主机core文件告警！

2412150,2021-4-2 16:00,vAC主机core文件告警！

2412151,2021-4-2 16:00,vAC主机core文件告警！

2412152,2021-4-2 16:00,vAC主机core文件告警！

2412153,2021-4-2 16:00,vAC主机core文件告警！

2412154,2021-4-2 16:00,vAC主机core文件告警！

2412155,2021-4-2 16:00,vAC主机core文件告警！

2412156,2021-4-2 16:00,vAC主机core文件告警！

2412157,2021-4-2 16:00,vAC主机core文件告警！

2412158,2021-4-2 16:00,vAC主机core文件告警！

2412159,2021-4-2 16:00,vAC主机core文件告警！

2412161,2021-4-2 16:00,vAC主机core文件告警！

2412162,2021-4-2 16:00,vAC主机core文件告警！

2412163,2021-4-2 16:00,vAC主机core文件告警！

2412164,2021-4-2 16:00,vAC主机core文件告警！

2412165,2021-4-2 16:00,vAC主机core文件告警！

2412166,2021-4-2 16:00,vAC主机core文件告警！

2412167,2021-4-2 16:00,vAC主机core文件告警！

2412168,2021-4-2 16:00,vAC主机core文件告警！

2412172,2021-4-2 16:02,vAC主机core文件告警！

2412174,2021-4-2 16:03,vAC主机core文件告警！

2412177,2021-4-2 16:04,dp 链路状态告警

2412179,2021-4-2 16:04,HCI-CPU5分钟内使用率超过90%

2412180,2021-4-2 16:04,High CPU utilization (over 90% for 5m)

2412182,2021-4-2 16:05,vAC主机core文件告警！

2412200,2021-4-2 16:07,dp 链路状态告警

2412217,2021-4-2 16:08,HCI-CPU5分钟内使用率超过90%

2412218,2021-4-2 16:08,High CPU utilization (over 90% for 5m)

